197,KHM,Cambodia,KHM03,Kampong Cham,KHM0304,Dambae,KHM030404,Neang Teut
198,KHM,Cambodia,KHM03,Kampong Cham,KHM0306,Kampong Siem,KHM030613,Srak
199,KHM,Cambodia,KHM03,Kampong Cham,KHM0306,Kampong Siem,KHM030602,Han Chey
200,KHM,Cambodia,KHM03,Kampong Cham,KHM0306,Kampong Siem,KHM030610,Ou Svay
201,KHM,Cambodia,KHM03,Kampong Cham,KHM0306,Kampong Siem,KHM030612,Rumchek
202,KHM,Cambodia,KHM03,Kampong Cham,KHM0306,Kampong Siem,KHM030603,Kien Chrey
203,KHM,Cambodia,KHM03,Kampong Cham,KHM0306,Kampong Siem,KHM030614,Trean
204,KHM,Cambodia,KHM03,Kampong Cham,KHM0306,Kampong Siem,KHM030607,Kaoh Samraong
205,KHM,Cambodia,KHM03,Kampong Cham,KHM0306,Kampong Siem,KHM030609,Krala
206,KHM,Cambodia,KHM03,Kampong Cham,KHM0306,Kampong Siem,KHM030611,Ro'ang
207,KHM,Cambodia,KHM03,Kampong Cham,KHM0306,Kampong Siem,KHM030615,Vihear Thum
208,KHM,Cambodia,KHM03,Kampong Cham,KHM0306,Kampong Siem,KHM030601,Ampil
209,KHM,Cambodia,KHM03,Kampong Cham,KHM0306,Kampong Siem,KHM030606,Kaoh Roka
210,KHM,Cambodia,KHM03,Kampong Cham,KHM0306,Kampong Siem,KHM030605,Kaoh Mitt
211,KHM,Cambodia,KHM03,Kampong Cham,KHM0306,Kampong Siem,KHM030604,Kokor
212,KHM,Cambodia,KHM03,Kampong Cham,KHM0306,Kampong Siem,KHM030608,Kaoh Tontuem
213,KHM,Cambodia,KHM03,Kampong Cham,KHM0307,Kang Meas,KHM030706,Preaek Krabau
214,KHM,Cambodia,KHM03,Kampong Cham,KHM0307,Kang Meas,KHM030711,Sour Kong
215,KHM,Cambodia,KHM03,Kampong Cham,KHM0307,Kang Meas,KHM030707,Reay Pay
216,KHM,Cambodia,KHM03,Kampong Cham,KHM0307,Kang Meas,KHM030709,Roka Koy
217,KHM,Cambodia,KHM03,Kampong Cham,KHM0307,Kang Meas,KHM030701,Angkor Ban
218,KHM,Cambodia,KHM03,Kampong Cham,KHM0307,Kang Meas,KHM030705,Preaek Koy
219,KHM,Cambodia,KHM03,Kampong Cham,KHM0307,Kang Meas,KHM030704,Peam Chi Kang
220,KHM,Cambodia,KHM03,Kampong Cham,KHM0307,Kang Meas,KHM030703,Khchau
221,KHM,Cambodia,KHM03,Kampong Cham,KHM0307,Kang Meas,KHM030702,Kang Ta Noeng
222,KHM,Cambodia,KHM03,Kampong Cham,KHM0307,Kang Meas,KHM030708,Roka Ar
223,KHM,Cambodia,KHM03,Kampong Cham,KHM0307,Kang Meas,KHM030710,Sdau
224,KHM,Cambodia,KHM03,Kampong Cham,KHM0308,Kaoh Soutin,KHM030802,Kaoh Soutin
225,KHM,Cambodia,KHM03,Kampong Cham,KHM0308,Kaoh Soutin,KHM030805,Moha Khnhoung
226,KHM,Cambodia,KHM03,Kampong Cham,KHM0308,Kaoh Soutin,KHM030801,Kampong Reab
227,KHM,Cambodia,KHM03,Kampong Cham,KHM0308,Kaoh Soutin,KHM030808,Preaek Ta Nong
228,KHM,Cambodia,KHM03,Kampong Cham,KHM0308,Kaoh Soutin,KHM030806,Peam Prathnuoh
229,KHM,Cambodia,KHM03,Kampong Cham,KHM0308,Kaoh Soutin,KHM030807,Pongro
230,KHM,Cambodia,KHM03,Kampong Cham,KHM0308,Kaoh Soutin,KHM030803,Lve
231,KHM,Cambodia,KHM03,Kampong Cham,KHM0308,Kaoh Soutin,KHM030804,Moha Leaph
232,KHM,Cambodia,KHM03,Kampong Cham,KHM0309,Krouch Chhmar,KHM030905,Krouch Chhmar
233,KHM,Cambodia,KHM03,Kampong Cham,KHM0309,Krouch Chhmar,KHM030911,Trea
234,KHM,Cambodia,KHM03,Kampong Cham,KHM0309,Krouch Chhmar,KHM030910,Svay Khleang
235,KHM,Cambodia,KHM03,Kampong Cham,KHM0309,Krouch Chhmar,KHM030907,Peus Pir
236,KHM,Cambodia,KHM03,Kampong Cham,KHM0309,Krouch Chhmar,KHM030906,Peus Muoy
237,KHM,Cambodia,KHM03,Kampong Cham,KHM0309,Krouch Chhmar,KHM030909,Roka Khnaor
238,KHM,Cambodia,KHM03,Kampong Cham,KHM0309,Krouch Chhmar,KHM030902,Chumnik
239,KHM,Cambodia,KHM03,Kampong Cham,KHM0309,Krouch Chhmar,KHM030908,Preaek A Chi
240,KHM,Cambodia,KHM03,Kampong Cham,KHM0309,Krouch Chhmar,KHM030901,Chhuk
241,KHM,Cambodia,KHM03,Kampong Cham,KHM0309,Krouch Chhmar,KHM030912,Tuol Snuol
242,KHM,Cambodia,KHM03,Kampong Cham,KHM0309,Krouch Chhmar,KHM030904,Kaoh Pir
243,KHM,Cambodia,KHM03,Kampong Cham,KHM0309,Krouch Chhmar,KHM030903,Kampong Treas
244,KHM,Cambodia,KHM03,Kampong Cham,KHM0310,Memot,KHM031011,Rumchek
245,KHM,Cambodia,KHM03,Kampong Cham,KHM0310,Memot,KHM031006,Kampoan
